655930,20,101,-23,1
0,21,0,0,0
19,10C,687
20,20,100,-24,-15
0,21,-2,0,0
17,10D,0
32,104,40
19,111,13
22,10C,691
19,10,7081140
0,D,0
0,A,-3381955
0,B,15129735
0,C,76
39,10D,0
33,104,44
20,111,15
2,20,98,3,2
0,21,-1,-1,1
26,10C,718
29,10D,0
30,104,49
2,10,7081160
0,D,0
0,A,-3381955
0,B,15129735
0,C,76
56,111,13
19,10C,769
28,10D,0
22,20,102,-15,-5
0,21,-1,0,0
17,104,45
16,111,13
20,10C,824
33,10D,0
30,104,42
22,111,13
15,10C,804
32,10D,0
21,20,100,-19,-13
0,21,0,0,0
18,104,42
16,111,13
21,10C,789
20,10,7081200
0,D,0
0,A,-3381955
0,B,15129735
0,C,76
46,10D,0
30,104,42
23,111,13
19,10C,734
19,20,101,-20,-9
0,21,0,0,0
17,10D,0
35,10,7081220
0,D,0
0,A,-3381955
0,B,15129735
0,C,76
45,104,42
19,111,13
19,10C,687
31,10D,0
29,104,42
5,20,101,-15,-7
0,21,0,0,0
24,111,12
23,10C,671
21,10,7081240
0,D,0
0,A,-3381955
0,B,15129735
0,C,76
43,10D,0
56,104,41
16,111,12
19,20,107,-21,-7
0,21,0,0,0
16,10C,667
26,10D,0
23,10,7081260
0,D,1
0,A,-3381955
0,B,15129735
0,C,76
43,104,41
19,111,12
18,10C,652
28,10D,0
30,104,41
1,20,101,-21,-10
0,21,-1,0,0
28,111,12
22,10C,644
19,10,7081280
0,D,1
0,A,-3381955
0,B,15129734
0,C,76
41,10D,0
30,104,41
22,111,12
16,10C,636
23,20,103,-17,-14
0,21,-1,0,0
17,10D,0
28,104,41
3,10,7081300
0,D,2
0,A,-3381955
0,B,15129734
0,C,76
70,111,12
19,10C,632
31,10D,1
29,104,41
6,20,106,-18,-10
0,21,-1,0,0
28,111,12
19,10,7081320
0,D,2
0,A,-3381955
0,B,15129734
0,C,76
50,10C,621
28,10D,1
30,104,41
17,111,12
24,10C,613
19,20,105,-20,-11
0,21,-3,0,0
17,10D,1
22,10,7081340
0,D,2
0,A,-3381955
0,B,15129734
0,C,76
56,104,42
20,111,12
18,10C,628
32,10D,1
28,104,42
7,20,101,-23,-12
0,21,-4,0,0
30,111,12
2,10,7081360
0,D,2
0,A,-3381955
0,B,15129734
0,C,76
76,10C,644
32,10D,1
33,104,41
14,111,12
14,20,103,-22,-16
0,21,-4,0,0
17,10C,652
20,10,7081380
0,D,3
0,A,-3381955
0,B,15129734
0,C,76
58,10D,2
46,104,41
22,111,12
20,10C,660
19,20,102,-20,-13
0,21,-5,0,0
17,10D,2
22,10,7081400
0,D,3
0,A,-3381955
0,B,15129734
0,C,76
56,104,41
17,10,7081400
0,D,3
0,A,-3381955
0,B,15129734
0,C,65
58,111,12
15,10C,664
19,20,100,-20,-19
0,21,-6,0,0
18,10D,2
31,10,7081420
0,D,3
0,A,-3381955
0,B,15129733
0,C,65
59,104,40
19,111,12
18,10C,671
31,10D,2
24,20,103,-20,-13
0,21,-6,1,0
18,104,40
7,10,7081440
0,D,3
0,A,-3381955
0,B,15129733
0,C,65
71,111,12
15,10C,683
28,10D,3
32,104,40
18,111,12
13,20,97,-28,-10
0,21,-6,1,0
23,10C,699
19,10,7081460
0,D,3
0,A,-3381955
0,B,15129733
0,C,65
55,10D,3
34,104,38
18,111,12
18,10C,703
30,10D,3
21,20,102,-20,-17
0,21,-7,1,0
19,104,38
15,111,12
2,10,7081480
0,D,3
0,A,-3381954
0,B,15129733
0,C,76
85,10C,710
28,10D,3
31,104,37
20,111,12
2,20,100,-23,-12
0,21,-7,0,0
15,10,7081500
0,D,3
0,A,-3381954
0,B,15129733
0,C,76
80,10C,714
27,10D,3
29,104,34
22,111,12
22,10C,714
19,20,97,-22,-18
0,21,-7,0,0
15,10,7081520
0,D,4
0,A,-3381954
0,B,15129733
0,C,76
68,10D,4
40,104,31
22,111,12
19,10C,687
41,20,99,-24,-15
0,21,-6,1,0
21,10D,4
32,104,31
20,111,12
19,10C,652
32,10D,4
31,104,31
19,111,12
9,10,7081560
0,D,4
0,A,-3381954
0,B,15129732
0,C,76
39,10C,652
20,20,105,-21,-13
0,21,-6,1,0
17,10D,4
34,104,31
14,111,12
23,10C,640
30,10D,4
26,10,7081580
0,D,4
0,A,-3381954
0,B,15129732
0,C,76
38,104,31
20,111,12
6,20,107,-16,-9
0,21,-6,0,0
17,10C,621
32,10D,4
30,104,31
20,111,12
20,10C,621
29,10D,4
31,104,31
17,111,12
4,20,91,-33,-12
0,21,-6,1,0
30,10C,617
28,10D,4
28,104,31
22,111,12
21,10C,617
21,10,7081620
0,D,4
0,A,-3381953
0,B,15129732
0,C,76
42,10D,4
21,20,95,-27,-14
0,21,-7,1,1
18,104,31
28,111,12
19,10C,613
29,10D,4
29,104,31
3,10,7081640
0,D,4
0,A,-3381953
0,B,15129732
0,C,76
52,111,12
22,10C,613
19,20,103,-24,-7
0,21,-6,1,0
18,10D,4
33,104,34
17,111,13
25,10C,640
21,10,7081660
0,D,4
0,A,-3381953
0,B,15129732
0,C,76
39,10D,4
33,104,37
15,20,104,-19,-15
0,21,-6,1,0
18,111,13
18,10C,683
26,10D,4
31,104,40
14,10,7081680
0,D,4
0,A,-3381953
0,B,15129732
0,C,76
38,111,13
19,10C,742
31,10D,4
21,20,99,-22,-13
0,21,-5,0,0
50,104,40
28,111,13
14,10,7081700
0,D,4
0,A,-3381952
0,B,15129732
0,C,76
39,10C,792
32,10D,4
29,104,40
11,20,99,-18,-12
0,21,-5,0,0
17,111,13
18,10C,835
30,10D,4
30,104,40
19,111,14
3,10,7081720
0,D,4
0,A,-3381952
0,B,15129732
0,C,76
54,10C,863
28,10D,4
30,20,97,-21,-13
0,21,-4,1,0
18,104,40
16,111,14
23,10C,878
19,10,7081740
0,D,4
0,A,-3381952
0,B,15129731
0,C,76
46,10D,4
33,104,41
19,111,15
20,10C,914
19,20,98,-22,-13
0,21,-4,0,1
16,10D,4
30,104,42
3,10,7081760
0,D,5
0,A,-3381952
0,B,15129731
0,C,76
72,111,15
24,10C,960
27,10D,4
28,104,42
2,20,98,-19,-10
0,21,-3,0,0
29,111,15
12,10,7081780
0,D,5
0,A,-3381951
0,B,15129731
0,C,76
55,10C,1000
29,10D,4
29,104,42
18,111,15
24,10C,1007
19,20,98,-20,-14
0,21,-3,0,0
17,10D,5
23,10,7081800
0,D,5
0,A,-3381951
0,B,15129731
0,C,76
55,104,42
20,111,15
14,10C,1035
28,10D,5
32,104,41
11,20,108,-10,-7
0,21,-3,1,0
17,111,15
13,10,7081820
0,D,5
0,A,-3381951
0,B,15129731
0,C,76
66,10C,1039
29,10D,5
28,104,40
31,111,15
17,20,103,-15,-10
0,21,-2,0,0
17,10C,1070
37,10,7081840
0,D,6
0,A,-3381951
0,B,15129731
0,C,76
42,10D,5
29,104,40
23,111,15
20,10C,1085
30,10D,5
21,20,102,-16,-11
0,21,-1,0,0
18,104,40
15,111,15
4,10,7081860
0,D,6
0,A,-3381950
0,B,15129731
0,C,76
80,10C,1109
32,10D,6
28,104,40
21,111,15
2,20,98,-21,-10
0,21,0,0,0
15,10,7081880
0,D,7
0,A,-3381950
0,B,15129730
0,C,76
79,10C,1121
28,10D,6
32,104,40
19,111,15
20,10C,1136
20,20,99,-21,-7
0,21,0,0,-1
15,10,7081900
0,D,7
0,A,-3381950
0,B,15129730
0,C,76
68,10D,6
33,104,37
20,111,15
18,10C,1160
31,10D,6
20,20,108,-11,-10
0,21,0,0,0
19,10,7081920
0,D,7
0,A,-3381949
0,B,15129730
0,C,76
65,104,37
14,111,15
23,10C,1183
27,10D,6
39,10,7081940
0,D,8
0,A,-3381949
0,B,15129730
0,C,76
38,104,36
7,20,102,-17,-16
0,21,0,0,0
18,111,12
14,10C,1187
28,10D,7
34,104,29
16,111,12
25,10C,1132
28,10D,7
31,104,26
10,20,104,-18,-13
0,21,0,0,0
18,111,13
15,10C,1054
32,10D,7
33,104,26
14,111,12
28,10C,1019
21,10,7081980
0,D,8
0,A,-3381948
0,B,15129729
0,C,76
38,10D,7
22,20,95,-27,-14
0,21,0,0,0
17,104,25
14,111,12
20,10C,984
30,10D,7
45,104,24
11,10,7082000
0,D,8
0,A,-3381948
0,B,15129729
0,C,76
39,111,12
14,10C,953
19,20,100,-23,-10
0,21,0,0,0
19,10D,8
29,104,22
18,111,12
20,10C,914
31,10D,8
22,10,7082020
0,D,8
0,A,-3381947
0,B,15129728
0,C,76
38,104,23
15,111,12
11,20,93,-31,-11
0,21,0,0,0
18,10C,847
31,10D,8
29,104,24
33,111,12
8,10,7082040
0,D,8
0,A,-3381947
0,B,15129728
0,C,76
38,10C,816
32,10D,8
21,20,97,-27,-13
0,21,0,0,0
18,104,24
14,111,12
22,10C,800
30,10D,8
27,10,7082060
0,D,8
0,A,-3381947
0,B,15129728
0,C,76
38,104,25
15,111,13
18,10C,750
20,20,98,-27,-13
0,21,0,0,0
18,10D,8
33,104,28
19,111,12
19,10C,738
29,10D,7
30,104,31
18,111,12
23,10C,765
20,20,103,-21,-6
0,21,0,0,0
17,10D,7
29,104,32
22,111,13
22,10C,824
20,10,7082100
0,D,7
0,A,-3381946
0,B,15129727
0,C,76
39,10D,7
34,104,31
18,111,13
3,20,97,-25,-14
0,21,0,0,0
29,10C,910
30,10D,7
29,104,30
11,10,7082120
0,D,7
0,A,-3381946
0,B,15129727
0,C,76
39,111,12
14,10C,914
32,10D,7
20,20,89,-28,-15
0,21,0,0,0
19,104,29
14,111,13
23,10C,910
37,10D,7
21,10,7082140
0,D,7
0,A,-3381945
0,B,15129727
0,C,76
43,104,29
27,111,12
18,20,104,-19,-15
0,21,0,0,0
17,10C,898
30,10D,6
28,104,29
14,10,7082160
0,D,7
0,A,-3381945
0,B,15129727
0,C,76
38,111,12
15,10C,886
28,10D,6
30,20,103,-20,-17
0,21,0,0,0
17,104,30
14,111,13
22,10C,882
27,10D,6
22,10,7082180
0,D,7
0,A,-3381945
0,B,15129726
0,C,76
38,104,29
15,111,12
22,10C,894
24,20,104,-20,-12
0,21,0,0,0
18,10D,6
32,104,29
18,111,12
23,10C,886
19,10,7082200
0,D,7
0,A,-3381945
0,B,15129726
0,C,76
39,10D,6
30,104,30
21,111,12
2,20,102,-21,-18
0,21,0,0,1
42,10C,894
29,10D,6
31,104,29
21,111,12
2,10,7082220
0,D,7
0,A,-3381944
0,B,15129726
0,C,77
51,10C,890
25,20,101,-22,-14
0,21,0,0,0
17,10D,6
29,104,29
32,111,13
12,10,7082240
0,D,7
0,A,-3381944
0,B,15129726
0,C,77
39,10C,890
28,10D,6
29,104,29
16,20,95,-27,-11
0,21,0,0,0
17,111,13
17,10C,890
30,10D,6
30,104,29
19,111,12
3,10,7082260
0,D,7
0,A,-3381944
0,B,15129725
0,C,77
55,10C,890
28,10D,6
21,20,104,-19,-16
0,21,0,0,0
17,104,29
18,111,13
18,10C,894
22,10,7082280
0,D,7
0,A,-3381943
0,B,15129725
0,C,77
51,10D,6
45,104,30
16,111,13
17,20,99,-21,-17
0,21,0,0,0
16,10C,902
29,10D,6
30,104,30
19,111,13
2,10,7082300
0,D,7
0,A,-3381943
0,B,15129725
0,C,77
55,10C,906
29,10D,6
20,20,95,-26,-15
0,21,0,0,0
18,104,31
16,111,13
22,10C,910
20,10,7082320
0,D,7
0,A,-3381943
0,B,15129724
0,C,77
46,10D,6
33,104,33
19,111,14
21,10C,921
19,20,103,-22,-12
0,21,0,0,0
17,10D,6
39,104,34
18,111,14
5,10,7082340
0,D,7
0,A,-3381942
0,B,15129724
0,C,77
55,10C,945
32,10D,6
29,104,33
5,20,107,-16,-16
0,21,0,0,0
24,111,14
20,10C,964
24,10,7082360
0,D,7
0,A,-3381942
0,B,15129724
0,C,77
41,10D,6
29,104,34
23,111,14
19,10C,984
20,20,95,-25,-10
0,21,0,0,0
15,10D,6
29,104,34
6,10,7082380
0,D,7
0,A,-3381942
0,B,15129724
0,C,77
72,111,14
17,10C,984
33,10D,6
28,20,96,-22,-12
0,21,0,0,0
17,104,33
16,111,14
19,10,7082400
0,D,7
0,A,-3381942
0,B,15129723
0,C,77
56,10C,984
33,10D,6
28,104,33
20,111,13
13,20,103,-20,-16
0,21,0,0,0
16,10C,996
29,10,7082420
0,D,7
0,A,-3381941
0,B,15129723
0,C,77
52,10D,6
30,104,32
18,111,13
24,10C,996
27,10D,6
21,20,104,-17,-11
0,21,0,0,0
22,104,32
27,10,7082440
0,D,7
0,A,-3381941
0,B,15129723
0,C,77
47,111,13
19,10C,996
32,10D,6
32,104,31
19,111,12
2,20,101,-22,-18
0,21,-1,0,0
30,10C,1000
20,10,7082460
0,D,8
0,A,-3381941
0,B,15129722
0,C,77
47,10D,6
34,104,27
18,111,12
21,10C,972
29,10D,6
21,20,101,-22,-12
0,21,-1,0,0
18,104,25
16,111,12
10,10,7082480
0,D,8
0,A,-3381940
0,B,15129722
0,C,77
64,10C,921
31,10D,6
29,104,24
22,111,12
10,20,97,-27,-12
0,21,-1,0,0
14,10,7082500
0,D,7
0,A,-3381940
0,B,15129722
0,C,77
69,10C,878
32,10D,6
29,104,24
27,111,12
20,10C,839
19,20,105,-21,-15
0,21,-2,0,0
19,10D,6
29,104,25
22,111,12
21,10C,804
27,10D,6
29,104,27
23,111,12
20,10C,800
20,20,104,-24,-13
0,21,-2,0,0
14,10,7082540
0,D,7
0,A,-3381939
0,B,15129721
0,C,77
68,10D,6
40,104,28
22,111,12
20,10C,808
29,10D,6
22,20,93,-34,-15
0,21,-2,0,0
18,104,28
14,111,12
23,10C,816
28,10D,6
29,104,28
22,111,12
19,10C,812
29,10D,6
21,20,99,-33,-10
0,21,-1,0,0
19,104,28
18,111,12
20,10C,796
27,10D,6
30,104,29
22,111,12
19,10C,789
29,10D,6
21,20,98,-23,-13
0,21,-2,0,0
23,104,29
26,111,12
23,10C,773
27,10D,6
32,104,29
21,111,12
12,10,7082620
0,D,5
0,A,-3381938
0,B,15129720
0,C,77
39,10C,750
18,20,95,-29,-21
0,21,-2,0,0
19,10D,6
29,104,30
22,111,12
19,10C,734
30,10D,6
30,104,30
19,111,12
4,10,7082640
0,D,5
0,A,-3381938
0,B,15129720
0,C,77
42,20,98,-26,-12
0,21,-2,0,0
19,10C,738
32,10D,5
37,104,30
22,111,12
18,10C,746
20,10,7082660
0,D,5
0,A,-3381938
0,B,15129720
0,C,77
39,10D,5
20,20,103,-22,-13
0,21,-3,0,0
19,104,29
18,111,12
20,10C,738
29,10D,5
33,104,28
11,10,7082680
0,D,5
0,A,-3381938
0,B,15129720
0,C,77
38,111,12
19,10C,738
19,20,101,-19,-18
0,21,-2,0,0
17,10D,5
34,104,27
19,111,12
23,10C,730
25,10,7082700
0,D,5
0,A,-3381937
0,B,15129720
0,C,77
38,10D,5
29,104,27
15,20,100,-22,-13
0,21,-3,0,0
17,111,19
19,10C,722
30,10D,4
28,104,48
21,111,17
2,10,7082720
0,D,5
0,A,-3381937
0,B,15129719
0,C,77
53,10C,855
31,10D,4
21,20,99,-20,-17
0,21,-3,1,0
18,104,55
15,111,16
21,10C,1019
31,10D,4
22,10,7082740
0,D,5
0,A,-3381937
0,B,15129719
0,C,77
39,104,52
19,111,16
35,10C,1152
21,20,103,-15,-17
0,21,-3,0,0
18,10D,4
40,104,47
14,10,7082760
0,D,5
0,A,-3381937
0,B,15129719
0,C,77
38,111,16
18,10C,1199
29,10D,4
29,104,44
15,20,103,-11,-16
0,21,-3,0,0
16,111,16
13,10C,1214
31,10D,4
23,10,7082780
0,D,6
0,A,-3381936
0,B,15129719
0,C,77
40,104,44
18,111,17
20,10C,1218
28,10D,5
21,20,103,-18,-6
0,21,-2,0,0
17,104,45
18,111,17
23,10C,1253
21,10,7082800
0,D,6
0,A,-3381936
0,B,15129719
0,C,77
43,10D,5
29,104,47
23,111,17
15,10C,1308
20,20,96,-14,-7
0,21,-1,0,0
17,10D,5
29,104,48
11,10,7082820
0,D,7
0,A,-3381936
0,B,15129718
0,C,77
52,111,17
19,10C,1386
28,10D,5
30,104,46
14,20,110,-4,-7
0,21,-1,0,0
17,111,18
20,10C,1425
30,10D,5
30,104,46
17,111,18
20,10C,1468
33,10D,5
29,104,46
4,20,102,-11,-13
0,21,0,0,0
37,111,18
13,10,7082860
0,D,8
0,A,-3381935
0,B,15129718
0,C,77
46,10C,1507
29,10D,7
30,104,45
21,111,18
20,10C,1531
19,20,108,-10,-5
0,21,0,0,0
16,10D,7
31,104,44
19,111,18
2,10,7082880
0,D,8
0,A,-3381934
0,B,15129718
0,C,77
62,10C,1535
29,10D,7
32,104,43
11,20,103,-9,-5
0,21,1,0,0
21,111,18
20,10,7082900
0,D,10
0,A,-3381934
0,B,15129717
0,C,77
55,10C,1519
29,10D,7
32,104,43
15,111,18
20,10C,1507
20,20,102,-13,-7
0,21,1,-2,0
17,10D,7
22,10,7082920
0,D,11
0,A,-3381933
0,B,15129717
0,C,77
56,104,43
15,111,17
23,10C,1511
28,10D,10
28,104,42
12,20,99,-17,-10
0,21,1,0,0
19,111,15
7,10,7082940
0,D,12
0,A,-3381933
0,B,15129716
0,C,77
70,10C,1507
28,10D,10
30,104,31
20,111,14
28,20,89,-21,-5
0,21,1,0,-1
19,10C,1390
19,10,7082960
0,D,12
0,A,-3381932
0,B,15129716
0,C,77
57,10D,10
30,104,26
23,111,13
18,10C,1250
30,10D,10
21,20,98,-24,-5
0,21,1,0,0
19,104,26
14,111,14
24,10C,1207
28,10D,10
30,104,26
18,111,12
23,10C,1195
30,10D,12
21,20,105,-23,-5
